,shop_name,phone_number,address,email,category,website
1716,,,,,,
1717,chinhungshop,0987609724,"số 10 ngõ 210/38, phường(xã) Phường Đội Cấn, Quận Ba Đình, Hà Nội",,"['Thời trang nữ', 'Mẹ và bé']",https://www.sendo.vn/shop/chinhungshop/
1718,doan_thuy_dung,0982276292,"57 Phan Đình Phùng, P.Cẩm Thượng, phường(xã) Phường Cẩm Thượng, Thành phố Hải Dương , Hải Dương",,"['Nhà cửa', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/doan_thuy_dung/
1719,PhongThuyHanhPhuc,0906361606,"207/44 Đường 3/2,Phường 11, Quận 10, phường(xã) Phường 11, Quận 10, Hồ Chí Minh",,"['Đời sống', 'Trang sức']",https://www.sendo.vn/shop/phongthuyhanhphuc/
1720,tamcm123,0941881351,"227 nguyễn trãi p9, phường(xã) Phường 9, Thành phố Cà Mau, Cà Mau",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/tamcm123/
1721,shopmimikids,0383682588,"103E5 Nguyên Hồng, phường(xã) Phường Thành Công, Quận Ba Đình, Hà Nội",,[],https://www.sendo.vn/shop/shopmimikids/
1722,Tuyết Loan,0907373362,"Ấp phú lợi,, phường(xã) Xã Tân Phú Thạnh, Huyện Châu Thành A, Hậu Giang",,"['Thời trang nam', 'Thời trang nữ', 'Mẹ và bé']",https://www.sendo.vn/shop/tuyet-loan/
1723,namdubookstore,0388503220,"27/11 Ấp Nhà Thờ, phường(xã) Xã Tân Lân, Huyện Cần Đước, Long An",,['Sách & Văn phòng phẩm'],https://www.sendo.vn/shop/namdubookstore/
1724,,,,,,
1725,dls_shop,0964093051,"85/6 Trần Kế Xương, phường(xã) Phường 07, Quận Phú Nhuận, Hồ Chí Minh",,['Bách Hóa Tổng Hợp'],https://www.sendo.vn/shop/dls_shop/
1726,,,,,,
1727,Kệ Sách Giá Rẻ,0334970573,"648/109 Cách Mạng Tháng 8, phường(xã) Phường 11, Quận 3, Hồ Chí Minh",,['Nhà cửa'],https://www.sendo.vn/shop/ke-sach-gia-re/
1728,Dien thoai doc,0359104838,"73 tây sơn, phường(xã) Phường Ghềnh Ráng, Thành phố Quy Nhơn, Bình Định",,[],https://www.sendo.vn/shop/dien-thoai-doc/
1729,VPN_Monkey_G_Dragon,0968644315,"Số 17 Tổ 3 Đường Bến Tượng , phường(xã) Phường Trưng Vương, Thành phố Thái Nguyên, Thái Nguyên",,['Thời trang nam'],https://www.sendo.vn/shop/vpn_monkey_g_dragon/
1730,Misoya,0989575680,"73 Đường 49, phường(xã) Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh",,"['Thiết bị âm thanh', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/misoya/
1731,TrumPhuKien,0938353629,"189/29 hoàng hoa thám, phường(xã) Phường 06, Quận Bình Thạnh, Hồ Chí Minh",,['Ô tô - Xe máy'],https://www.sendo.vn/shop/trumphukien/
1732,malisashop,0971076015,"₫ường20 phường long thạnh mỹ quận 9 hồ chí minh, phường(xã) Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",,"['Túi xách', 'Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/malisashop/
1733,Mun Shop Vn,0967246468,"42/25 Đường số 9, phường(xã) Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",,"['Điện thoại - Máy tính bảng', 'Phụ kiện công nghệ']",https://www.sendo.vn/shop/mun-shop-vn/
1734,Hypebeast shop,0344647305,"Ngõ 192 Cổng làng bún Phú Đô 8 Lê Quang Đạo, P. Phú Đô, Q. Nam Từ Liêm, Tp. Hà Nội, phường(xã) Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",,['Trang sức'],https://www.sendo.vn/shop/hypebeast-shop/
1735,Mat_Ong_Phu_Ong,0981799591,"100/10 Hùng Vương, phường(xã) Phường 09, Quận 5, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/mat_ong_phu_ong/
1736,,,,,,
1737,SBB Group,0352230830,"C6TT6 KĐT Văn Quán, phường(xã) Phường Phúc La, Quận Hà Đông, Hà Nội",,"['Thời trang nam', 'Thời trang nữ', 'Giày dép', 'Túi xách', 'Mẹ và bé', 'Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ', 'Tivi - Thiết bị giải trí', 'Máy ảnh - Máy quay phim', 'Đồ điện gia dụng', 'Thiết bị y tế', 'Thiết bị âm thanh', 'Phụ kiện thời trang', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Sách & Văn phòng phẩm', 'Đồ chơi', 'Đời sống', 'Ô tô - Xe máy', 'Thể thao - Dã ngoại - Giải trí', 'Bách Hóa Tổng Hợp', 'Tân Trang Nhà Cửa', 'Trang sức']",https://www.sendo.vn/shop/sbb-group/
1738,Lina shop,0933373033,"A49/6 dương  thị mười , phường(xã) Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/lina-shop/
1739,LamNgocDinh,0388082178,"Duong Nk1, phường(xã) Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,['Voucher dịch vụ'],https://www.sendo.vn/shop/lamngocdinh/
1740,,,,,,
1741,shopBeSam,0915033616,"249 Phố Hồ , phường(xã) Thị trấn Hồ, Huyện Thuận Thành, Bắc Ninh",,['Đồ chơi'],https://www.sendo.vn/shop/shopbesam/
1742,tantailoc,0837773333,"18 Đường Số 10, phường(xã) Phường Tân Phú, Quận 7, Hồ Chí Minh",,"['Phụ kiện công nghệ', 'Máy ảnh - Máy quay phim']",https://www.sendo.vn/shop/tantailoc/
1743,Ngoc8788,0812278788,"ql1, phường(xã) Xã Xuân Hưng, Huyện Xuân Lộc, Đồng Nai",,['Thời trang nữ'],https://www.sendo.vn/shop/ngoc8788/
1744,Thời Trang Mẹ Cốc,0934161828,"745/2, Đường Quang Trung, P. 12, Q. Gò Vấp, phường(xã) Phường 12, Quận Gò Vấp, Hồ Chí Minh",,"['Thời trang nữ', 'Mẹ và bé']",https://www.sendo.vn/shop/thoi-trang-me-coc/
1745,Thái Trân,0939313985,"khóm 3, Thị Trấn U Minh, U Minh, Cà mau, phường(xã) Thị trấn U Minh, Huyện U Minh, Cà Mau",,"['Túi xách', 'Mẹ và bé']",https://www.sendo.vn/shop/thai-tran/
1746,nguyen loan,0939926496,"332/44L phan van tri, phường(xã) Phường 11, Quận Bình Thạnh, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/nguyen-loan/
1747,Đồ nội thất Okia,0901418406,"158/9A Phạm Văn Chiêu, P. 9, Quận Gò Vấp, TP Hồ Chí Minh, phường(xã) Phường 09, Quận Gò Vấp, Hồ Chí Minh",,['Nhà cửa'],https://www.sendo.vn/shop/do-noi-that-okia/
1748,Phụ Kiện Du lịch,0901384189,"70/32 Nguyễn hão vĩnh, phường(xã) Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",,['Nhà cửa'],https://www.sendo.vn/shop/phu-kien-du-lich/
1749,Tôi Bán Phân Dê,0963042819,"số 62, tổ 12, P. Xuân Khanh,, phường(xã) Phường Xuân Khanh, Thị xã Sơn Tây, Hà Nội",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/daily_phande/
1750,Pijama,0586086941,"ngõ 19 hàm nghi, phường(xã) Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/pijama/
1751,NHUNG NGUYEN1,0393148487,"Nhà thuốc Phương Nhung, phường(xã) Xã Hải Long, Huyện Hải Hậu, Nam Định",,"['Mẹ và bé', 'Sức khỏe & Làm đẹp', 'Đời sống', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/nhung-nguyen1/
1752,kat computer,0975851178,"121 bui trong nghia, p. trang dai, bien hoa, dong nai, phường(xã) Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ']",https://www.sendo.vn/shop/kat-computer/
1753,CTY SẮC ĐẸP VIỆT,0908992838,"419/4K Phan Xích Long, phường(xã) Phường 02, Quận Phú Nhuận, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/cty-sac-dep-viet/
1754,Bảo Tùng 2,0925908244,"HH2 Linh Đàm, Linh Đường, Hoàng Liệt, Hoàng Mai, Hà Nội, phường(xã) Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",,[],https://www.sendo.vn/shop/bao-tung-2/
1755,bui ngoc nghia,0333300376,"kh pho 4 phuong tan hoa tinh dong nai, phường(xã) Xã Gia Tân 2, Huyện Thống Nhất, Đồng Nai",,[],https://www.sendo.vn/shop/bui-ngoc-nghia/
1756,bonsai dây đồng hamdmade,0964844360,"130/22 nghĩa phát, phường(xã) Phường 07, Quận Tân Bình, Hồ Chí Minh",,['Đời sống'],https://www.sendo.vn/shop/bonsai-day-dong-hamdmade/
1757,FIRST TIME STORE,0944392934,"658 trương định hoàng mai hà nội, phường(xã) Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",,"['Giày dép', 'Túi xách']",https://www.sendo.vn/shop/first-time-store/
1758,ThiepcuoiHN,0987895353,"Số 2 Nguyễn Hữu Dật, phường(xã) Phường Nam Lý, Thành phố Đồng Hới, Quảng Bình",,['Đời sống'],https://www.sendo.vn/shop/thiepcuoihn/
1759,thiepcuoihuyentrangshop,,"149 vinh thuan, phường(xã) Xã Vĩnh Tường, Huyện Vị Thủy, Hậu Giang",,[],https://www.sendo.vn/shop/thiepcuoihuyentrangshop/
1760,Khánh Giang,0976691880,"cổng B, đường Lê Phụng Hiểu, phường(xã) Phường Cát Lái, Quận 2, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/khanh-giang/
1761,babie Banana,0967871777,"217 Tô Hiệu , phường(xã) Phường Hiến Nam, Thành phố Hưng Yên, Hưng Yên",,['Đồ chơi'],https://www.sendo.vn/shop/babie-banana/
1762,AlyThien,0972387250,"137/55/10 PHƯỚC LONG, phường(xã) Phường Phước Long, Thành phố Nha Trang, Khánh Hòa",,"['Tivi - Thiết bị giải trí', 'Đồ điện gia dụng', 'Thiết bị âm thanh', 'Nhà cửa', 'Ô tô - Xe máy', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/alythien/
1763,shoptieuma,0968916767,"p1705 toà c, phường(xã) Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",,"['Mẹ và bé', 'Đồ điện gia dụng']",https://www.sendo.vn/shop/shoptieuma/
1764,Lê Lợi,0917327967,"21 Lê Lợi, phường(xã) Phường Minh An, Thành phố Hội An, Quảng Nam",,"['Phụ kiện thời trang', 'Trang sức']",https://www.sendo.vn/shop/le-loi/
1765,Khoedep24h,0973549156,"1898/5B 224 Vườn Lài KP 2, phường(xã) Phường An Phú Đông, Quận 12, Hồ Chí Minh",,"['Sức khỏe & Làm đẹp', 'Đồ chơi']",https://www.sendo.vn/shop/khoedep24h/
1766,,,,,,
1767,thiết bị y tế thanh nhàn,0966126119,"17A thanh nhàn, phường(xã) Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",,"['Thiết bị y tế', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/thiet-bi-y-te-thanh-nhan/
1768,LOCKandLOCK,0977401095,"Trung Kính, phường(xã) Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",,['Nhà cửa'],https://www.sendo.vn/shop/lockandlock/
1769,thaounisex,0599980123,"257/20/19 Bình Thành, phường(xã) Phường Binh Hưng Hoà B, Quận Bình Tân, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/thaounisex/
1770,MOITHU365,0938360365,"Tòa B Chung cư T6/08 Bộ Công an, Ngõ 643A Phạm Văn Đồng, phường(xã) Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",,"['Túi xách', 'Phụ kiện công nghệ', 'Đồ điện gia dụng', 'Thiết bị âm thanh', 'Nhà cửa', 'Đời sống', 'Ô tô - Xe máy', 'Bách Hóa Tổng Hợp', 'Tân Trang Nhà Cửa', 'Trang sức']",https://www.sendo.vn/shop/moithu365/
1771,Nhựa Gia Yến,0931177794,"1N Tô Hiệu, phường(xã) Phường Tân Thới Hoà, Quận Tân Phú, Hồ Chí Minh",,['Nhà cửa'],https://www.sendo.vn/shop/nhuagiayen/
1772,,,,,,
1773,Son n Clothing,0356018822,"QQ3, phường(xã) Phường 15, Quận 10, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/son-n-clothing/
1774,bách hóa online chất,0908217407,"22 Dương Thị Mười, phường(xã) Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",,"['Túi xách', 'Mẹ và bé', 'Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ', 'Đồ điện gia dụng', 'Thiết bị y tế', 'Thiết bị âm thanh', 'Phụ kiện thời trang', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Đồ chơi', 'Ô tô - Xe máy', 'Thể thao - Dã ngoại - Giải trí', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/bach-hoa-online-chat/
1775,Tiendungvp1,0974764650,"thị trấn gia khánh huyện bình xuyên tỉnh vĩnh phúc, phường(xã) Thị trấn Gia Khánh, Huyện Bình Xuyên, Vĩnh Phúc",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/tiendungvp1/
1776,nhuquynh858614,0971915886,"số 28, ngõ 75, đường tiếp giáp khu đô thị văn phú, phường(xã) Phường Phú La, Quận Hà Đông, Hà Nội",,"['Thời trang nam', 'Thời trang nữ', 'Phụ kiện công nghệ', 'Phụ kiện thời trang']",https://www.sendo.vn/shop/nhuquynh858614/
1777,Cửa Hàng Khải Anh,0981284341,"136 - đường 30 tháng 4 - khóm 4 - thị trấn Cầu Kè, phường(xã) Thị trấn Cầu Kè, Huyện Cầu Kè, Trà Vinh",,"['Mẹ và bé', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/cua-hang-khai-anh/
1778,Beauty Buffet Viet Nam,0903008108,"614-618, Đường 3 tháng 2, phường(xã) Phường 14, Quận 10, Hồ Chí Minh",,[],https://www.sendo.vn/shop/beautybuffet/
1779,Vương Inverter sine,0933424990,"276 đường hùng vương, phường(xã) Thị trấn Ma Đa Guôi, Huyện Đạ Huoai, Lâm Đồng",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/vuong-inverter-sine/
1780,Lenbeauty,0969095720,"79 Lý Tế Xuyên , phường(xã) Phường Linh Đông, Quận Thủ Đức, Hồ Chí Minh",,"['Đồ điện gia dụng', 'Sức khỏe & Làm đẹp', 'Voucher dịch vụ']",https://www.sendo.vn/shop/lenbeauty/
1781,giầy thể thao good,0975016575,"145 đỗ xuân hợp, phường(xã) Phường Phước Long B, Quận 9, Hồ Chí Minh",,"['Giày dép', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/giay-the-thao-good/
1782,Mẹ Sữa Shop,0358081293,"097 Phan bội Châu, phường(xã) Phường Lào Cai, Thành phố Lào Cai, Lào Cai",,['Thể thao - Dã ngoại - Giải trí'],https://www.sendo.vn/shop/me-sua-shop/
1783,,,,,,
1784,shop hanoi,0913280337,"so 17 ngo tran cao van, phường(xã) Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",,['Thiết bị âm thanh'],https://www.sendo.vn/shop/phan-thang-shop-hanoi/
1785,Khanh Ly Shop,0947935809,"Số 33 ngách 7 ngõ 254 Minh Khai, phường(xã) Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/khanh-ly-shop/
1786,vietanh_shop,0948877227,"300 trịnh đình trọng , phường(xã) Phường Hoà Thạnh, Quận Tân Phú, Hồ Chí Minh",,[],https://www.sendo.vn/shop/vietanh_shop/
1787,Thaomyshop17,0967563933,"Ngã tư Phố vàng, phường(xã) Xã Nghĩa Đạo, Huyện Thuận Thành, Bắc Ninh",,"['Mẹ và bé', 'Đồ chơi']",https://www.sendo.vn/shop/thaomyshop17/
1788,Hàng Tốt cực giá Tốt,0968244798,"Dương đông, phường(xã) Thị trấn Dương Đông, Huyện Phú Quốc, Kiên Giang",,[],https://www.sendo.vn/shop/hang-tot-cuc-gia-tot/
1789,TueminhC14,0981831602,"c14 Bắc Hà, phường(xã) Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",,[],https://www.sendo.vn/shop/tueminhc14/
1790,Sài Gòn Đồ Chơi,0988931409,"Nguyễn Cửu Phú, phường(xã) Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",,['Đồ chơi'],https://www.sendo.vn/shop/sgtoy/
1791,CITA House,0978011206,"Ninh Bình, phường(xã) Phường Đông Thành, Thành phố Ninh Bình, Ninh Bình",,"['Thời trang nữ', 'Giày dép', 'Thiết bị y tế', 'Phụ kiện thời trang', 'Nhà cửa']",https://www.sendo.vn/shop/citahouse/
1792,HT GK Shop,0908737847,"24 Bùi Huy Bích, phường(xã) Xã Hưng Lộc, Thành phố Vinh, Nghệ An",,[],https://www.sendo.vn/shop/ht-gk-shop/
1793,hellobaby_shop,0908640846,"chung cu 4S, duong 17, phường(xã) Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh",,['Mẹ và bé'],https://www.sendo.vn/shop/hellobaby_shop/
1794,minocosmetics,0385575392,"41 ngõ 18 định công thượng, phường(xã) Phường Định Công, Quận Hoàng Mai, Hà Nội",,"['Sức khỏe & Làm đẹp', 'Voucher dịch vụ']",https://www.sendo.vn/shop/minocosmetics/
1795,HALAF Couple,0932670276,"Hẻm 160/18 Võ Thị Sáu, Phường 8, Quận 3, TpHCM, phường(xã) Phường 08, Quận 3, Hồ Chí Minh",,"['Thời trang nam', 'Thời trang nữ']",https://www.sendo.vn/shop/halafcouple/
1796,Shop Hữu Chức,0765960096,"168 phú Hòa, phường(xã) Xã Phú Long, Huyện Châu Thành, Đồng Tháp",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Máy ảnh - Máy quay phim', 'Đồ điện gia dụng', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/shop-huu-chuc/
1797,Home Rio,0792103555,"595, Tổ 100, Phạm Ngũ Lão, phường(xã) Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,['Phụ kiện công nghệ'],https://www.sendo.vn/shop/home-rio/
1798,yên mập shop,0975813732,"số nhà 11 ngõ 42 đường nhuệ giang, phường(xã) Xã Tân Hội, Huyện Đan Phượng, Hà Nội",,['Túi xách'],https://www.sendo.vn/shop/yen-map-shop/
1799,phuonganhcosmetics,0902781271,"CC Hoang Anh Thanh Binh, duong D4, phuong Tan Hung, phường(xã) Phường Tân Hưng, Quận 7, Hồ Chí Minh",,"['Túi xách', 'Mẹ và bé', 'Sức khỏe & Làm đẹp']",https://www.sendo.vn/shop/phuonganhcosmetics/
1800,sinhphucmart,0903610800,"06 bùi quang là, phường(xã) Phường 12, Quận Gò Vấp, Hồ Chí Minh",,"['Mẹ và bé', 'Đồ điện gia dụng']",https://www.sendo.vn/shop/sinhphucmart/
1801,Tinh Bột Nghệ Lê Gia,0989655029,"Số 56 Đường số 5, phường(xã) Phường Hiệp Bình Chánh, Quận Thủ Đức, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/tinh-bot-nghe-le-gia/
1802,,,,,,
1803,Lồng Chim Vác,0946094192,"Vác, phường(xã) Xã Dân Hòa, Huyện Thanh Oai, Hà Nội",,['Đời sống'],https://www.sendo.vn/shop/long-chim-vac/
1804,,,,,,
1805,,,,,,
1806,hanmoctra,0932889879,"31/44 Bình đường 1, phường(xã) Phường An Bình, Thị xã Dĩ An, Bình Dương",,['Mẹ và bé'],https://www.sendo.vn/shop/hanmoctra/
1807,Pubg Shop,0334736087,"số nhà 27, ngõ 49 lê đức thọ, phường(xã) Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",,['Thời trang nam'],https://www.sendo.vn/shop/pubg-shop/
1808,Tee Shop,0392912340,"571 Ấp tân tỉnh A xã Tân Mỹ Chánh Tiền Giang Mỹ Tho, phường(xã) Xã Tân Mỹ Chánh, Thành phố Mỹ Tho, Tiền Giang",,[],https://www.sendo.vn/shop/tee-shop/
1809,,,,,,
1810,Thời trang trẻ em BELLE,0968522448,"Chung cư đạt gia 43 đường cây keo, phường(xã) Phường Tam Phú, Quận Thủ Đức, Hồ Chí Minh",,['Mẹ và bé'],https://www.sendo.vn/shop/thoi-trang-tre-em-belle/
1811,Spark Joy,0335032358,"46 BT2, Bắc Linh Đàm, phường(xã) Phường Đại Kim, Quận Hoàng Mai, Hà Nội",,['Thời trang nam'],https://www.sendo.vn/shop/spark-joy/
1812,Trường Hải Tín,0965654088,"C1/7D Phạm Hùng Bình Hưng Bình Chánh, phường(xã) Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh",,"['Thời trang nữ', 'Mẹ và bé']",https://www.sendo.vn/shop/truong-hai-tin/
1813,hatgiongonline1221,0941325927,"số 3a ngách 34/14 ngõ 122, phường(xã) Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",,['Tân Trang Nhà Cửa'],https://www.sendo.vn/shop/hatgiongonline1221/
1814,Uni Store,0964727891,"907/42 Huong lo 2,, phường(xã) Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",,[],https://www.sendo.vn/shop/uni-store/
1815,Hoàng Hanh Audio,0967488330,"Ninh Giang - Hải Dương, phường(xã) Xã Vĩnh Hòa, Huyện Ninh Giang, Hải Dương",,['Thiết bị âm thanh'],https://www.sendo.vn/shop/hoang-hanh-audio/
1816,ShopThái An,0934116264,"50 Phạm Hy Lượng, Thạnh Mỹ Lợi, Quận 2, HCM, phường(xã) Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/shop-thaian/
1817,Adam Khoo,0584196144,"152 Nguyễn Công Trứ Phường 2 Thành Phố Đà Lạt, phường(xã) Phường 2, Thành phố Đà Lạt, Lâm Đồng",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Tân Trang Nhà Cửa']",https://www.sendo.vn/shop/adam-khoo/
1818,Cherry Shop Chuyên Sỉ và Lẻ,0707376764,"336/103 Nguyễn Văn Luông, phường(xã) Phường 12, Quận 6, Hồ Chí Minh",,"['Giày dép', 'Nhà cửa', 'Đồ chơi']",https://www.sendo.vn/shop/cherry-shop-chuyen-si-va-le/
1819,áo thun sỉ lẻ thanh thanh,0974465498,"số 2 ngõ 205/174 xuân đỉnh từ liêm hà nội, phường(xã) Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",,['Trang sức'],https://www.sendo.vn/shop/ao-thun-si-le-thanh-thanh/
1820,Đồ Bé Đi Du Lịch,0902400986,"CC An Hòa 1, đường Trần Trọng Cung,, phường(xã) Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",,['Đời sống'],https://www.sendo.vn/shop/do-be-di-du-lich/
1821,,,,,,
1822,Nanalovely_shop,0327113165,"Xóm 3, Thôn An Trai, phường(xã) Xã Vân Canh, Huyện Hoài Đức, Hà Nội",,[],https://www.sendo.vn/shop/nanalovely_shop/
1823,truongmylinh2901,0979599922,"26B Hàng Đường, phường(xã) Phường Hàng Đào, Quận Hoàn Kiếm, Hà Nội",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/truongmylinh2901/
1824,Thanh Trúc_KG,0829252533,"292_ ấp Hòa Thanh xã Định Hòa - Gò Quao - Kiên Giang, phường(xã) Xã Định Hòa, Huyện Gò Quao, Kiên Giang",,"['Sức khỏe & Làm đẹp', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/thanh-truc_kg/
1825,hoàng văn nhân,0978448134,"ap 2 cu chi, phường(xã) Xã Tân Thạnh Tây, Huyện Củ Chi, Hồ Chí Minh",,[],https://www.sendo.vn/shop/hoang-van-nhan/
1826,Đình Lộc,0385626677,"Cổng B đường Lê Phụng Hiểu, Phường Cát Lái, Quận 2, HCM, phường(xã) Phường Cát Lái, Quận 2, Hồ Chí Minh",,['Sức khỏe & Làm đẹp'],https://www.sendo.vn/shop/dinh-loc/
1827,Duy Bằng 25,0966353575,"26/2B Trịnh Thị Miếng, Thới Tam Thôn, Hóc Môn, phường(xã) Xã Thới Tam Thôn, Huyện Hóc Môn, Hồ Chí Minh",,[],https://www.sendo.vn/shop/duy-bang-25/
1828,GoldMedic,0911787820,"312/89/29 Quang Trung, phường(xã) Phường 10, Quận Gò Vấp, Hồ Chí Minh",,"['Mẹ và bé', 'Thiết bị y tế']",https://www.sendo.vn/shop/goldmedic/
1829,Hương vải kiện 83,0336871403,"cầu đông mỹ, phường(xã) Xã Đông Mỹ, Huyện Thanh Trì, Hà Nội",,['Thời trang nữ'],https://www.sendo.vn/shop/huong-vai-kien-83/
1830,Xưởng SX Áo Thun,0961212173,"110/7A Đường số 4, khu phố 3, phường(xã) Phường Binh Hưng Hoà A, Quận Bình Tân, Hồ Chí Minh",,['Thời trang nữ'],https://www.sendo.vn/shop/xuongaothun/
1831,cám gạo thảo mộc anthy,0357989516,"cty komega kcn suoi dau, phường(xã) Xã Suối Tân, Huyện Cam Lâm, Khánh Hòa",,"['Sức khỏe & Làm đẹp', 'Sách & Văn phòng phẩm']",https://www.sendo.vn/shop/cam-gao-thao-moc-anthy/
1832,Shop MioBaby,0901551457,"Đường 30/4, phường(xã) Thị trấn Tân Biên, Huyện Tân Biên, Tây Ninh",,['Mẹ và bé'],https://www.sendo.vn/shop/miobaby/
1833,Meika Toc xoan,0985499740,"488a1/19 dinh binh dien ap 1, phường(xã) Xã An Phú Tây, Huyện Bình Chánh, Hồ Chí Minh",,"['Mẹ và bé', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/meika-toc-xoan/
1834,Đồ điện tử Shop,0336805793,"Số 2, ngách 164/34, Hồng Mai, phường(xã) Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",,['Thiết bị âm thanh'],https://www.sendo.vn/shop/do-dien-tu-shop/
1835,,,,,,
1836,Beautiful Accomodation,0964714403,"Chùa Tân Sơn Đông Tiến, phường(xã) Xã Tân Tiến, Huyện Chương Mỹ, Hà Nội",,"['Laptop, Máy tính & Thiết bị văn phòng', 'Phụ kiện công nghệ']",https://www.sendo.vn/shop/beautiful-accomodation/
1837,giaybina,0938234506,"571 kha vạn cân, phường(xã) Phường Linh Đông, Quận Thủ Đức, Hồ Chí Minh",,['Giày dép'],https://www.sendo.vn/shop/giaybina/
1838,shopquynhnhu,0902503598,"345 Phan Xích Long , phường(xã) Phường 01, Quận Phú Nhuận, Hồ Chí Minh",,"['Thời trang nam', 'Thời trang nữ', 'Sức khỏe & Làm đẹp', 'Nhà cửa', 'Bách Hóa Tổng Hợp']",https://www.sendo.vn/shop/shopquynhnhu2018/
1839,Thủy Trần Gia,0975906250,"451/25/16 Tô Hiến Thành, phường 14, Quận 10, phường(xã) Phường 14, Quận 10, Hồ Chí Minh",,['Thời trang nam'],https://www.sendo.vn/shop/thuy-tran-gia/
1840,nguyenhien86,0984690680,"châu sơn - duy tiên- hà nam, phường(xã) Xã Châu Sơn, Huyện Duy Tiên, Hà Nam",,[],https://www.sendo.vn/shop/nguyenhien86/
